id,second_annotator_comment,annotation,aspect_available_without_judgement,text
bfb66db5-8568-4c2b-9b5b-5c8fc265989c,,,,Wir hatten eine Firmenfeier und für 20 Personen wurde gebucht.
462d3c1f-4e47-4703-afce-9c280d1efbb4,,,,Wir waren zum Abendessen nach Besuch des Weihnachtsmarkt dort.
3230df2d-9877-46bb-ac2e-45ce208f3dec,,"('FOOD', 'POSITIVE', 'Essen')
",,"Die Bestellung wurde aufgegeben und kurze Zeit später wurde unser Essen bereits serviert, heiß, deftig und ein Genuss!"
02eeb834-6b7d-4fac-a1ae-05f9fc6f91c8,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,"Was soll ich sagen , einfach genial!"
ef713f8c-4756-4bb1-a266-fec1c28badf5,,,✅,"Zur Vorspeise gab es kein Brot, wurde dann später, als man auf den ersten Gang wartete und nachfragen, wann er denn käme, nachgereicht."
44ca11ff-ead7-4533-9ba9-02e17316e303,,"('SERVICE', 'POSITIVE', 'NULL')
",,Freundlich empfangen und zum Tisch gebracht.
09afd31c-75b6-435b-8cd3-8323bcfa0939,,,,"Montag Mittag - sehr gut, für Schneiders nichts los."
1472a1de-109c-40df-bd8a-9ae595406a3f,,"('AMBIENCE', 'NEGATIVE', 'NULL')
",,"Etwas zu laut,wenn es voll ist."
fe495daa-3fb4-4509-ba78-8d9d75f071ab,,"('FOOD', 'POSITIVE', 'Kotelett')
('FOOD', 'POSITIVE', 'Bratkartoffeln')
",,Das Kotelett war auf den Punkt gebraten dazu die Bratkartoffeln mit den Zwiebeln waren wirklich sehr lecker
9d849523-f28f-4638-bd3e-08505b8db900,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Schlechtes Essen - unprofessionelles Personal.TK Ware für 17€ ist dann doch sehr unverschämt.Personal ist überfordert und sehr unprofessionell.Dies ist kein brauhaus!
c586b61b-3274-4fce-9584-7c2cfc41cb69,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Das war in dem Fall leider nix.
27d5c7db-5ebe-49ed-bfd0-aa7e44689e50,,"('FOOD', 'NEGATIVE', 'NULL')
('SERVICE', 'POSITIVE', 'Bedienung')
('PRICE', 'POSITIVE', 'Preise')
",,"Die Bedienung ist zwar nett, und die Preise auch recht moderat, aber das Geschmackserlebnis wollte sich einfach nicht so einstellen, wie ich es in Erinnerung hatte."
bd91cbda-f494-4f98-a1dc-94e56ccb9363,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service ist gut… man fühlt sich gut betreut.
a9753379-0d8c-493e-a997-dca3373ebddb,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Kommen gerne wieder wenn es uns mal wieder nach LOC verschlägt
f5506c09-7806-4edf-a01e-75e704d265f4,,,,Die Metthappen kamen als alle fertig waren - eine eigenwillige Reihenfolge.
719d2b35-b94a-46fa-9d40-0d228e1a5756,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Das war der letzte Besuch!
2c8cfa2f-ea44-4da3-9113-0b66e746f7c4,,,,Wir waren mit Freunden im LOC.
2720f1e1-36b9-4c69-8c67-d94e0ae3268c,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Es gibt eine Sonntagskarte, die die Hälfte der eigentlichen Auswahl bietet und gefühlt auch andere Preise hat.Zwei Personen, eine Vorspeise, 2 Hauptgerichte, einen Nachtisch und 4 Helle für 68€."
2dc4a916-ae7c-4962-b45b-904dfea1df16,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,In diesem Restaurant fühlt man sich sofort willkommen.
b1d30da9-6ca9-4223-8f85-29ad7ef4c97a,,"('FOOD', 'POSITIVE', 'Bier')
('SERVICE', 'POSITIVE', 'Kellner')
",,!Natürlich das Bier topp und auch der Kellner topp und freundlich!!
d339b27a-ea09-4256-8ec1-23999cab2704,,,,Dieser herablassende Kommentar hat uns sehr enttäuscht.
06700793-355f-4ad8-9f97-2920da1f6f50,,,,Uns fehlt es sicherlich nicht an Humor aber es war hier einfach nur unpassend.
c6df92c1-703a-4f6e-9b52-4a55bbe74c32,,,✅,Wir hatten den Bremer Pannfisch und das Matjesbrot.
7390229c-c80b-4a3b-8873-176171f4841a,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Vielen Dank wir komme definitiv wieder.
1379cc33-0c03-4f96-96bc-8818b5cf61ec,,"('FOOD', 'NEGATIVE', 'NULL')
",,Auf mich machte es den Eindruck von gekochtem Hundefutter mit Sauce.
177f9313-a6e3-4685-8ee6-da264a5de218,,,,Für unsere zwei kleinen Kinder eine Ewigkeit.
a21671c5-603e-4619-8906-9b81927b84e3,,"('FOOD', 'NEGATIVE', 'NULL')
",,Das hinterlässt bei mir einen schalen Geschmack…
7210086a-81e9-4cc1-bd2d-de81a10ee287,,,,"Habe das ""Früh am LOC"" schon oft besucht."
aee855f0-16fb-4d90-8c06-8e182455bd8d,,"('FOOD', 'POSITIVE', 'Getränke')
('SERVICE', 'POSITIVE', 'Personal')
('FOOD', 'POSITIVE', 'Gerichten')
",,"Von den Getränke, über das zuvorkommende Personal, bis hin zu den Gerichten, ist alles sensationell und immer ein Besuch wert!!!!!!"
502a4928-c067-4857-bbf2-8a242918a16a,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"So ein Benehmen ist - vorsichtig formuliert - nicht mehr zeitgemäß.Schade - aber das ""Füchschen"" wird mich so schnell nicht wieder sehen."
eab32bec-8a0d-4ea5-89c0-a1ee882b57a2,,,,Menschenskinder!
cca77fcb-f945-4a0f-a178-4daf48b4a6fb,,"('AMBIENCE', 'NEGATIVE', 'NULL')
",,Seit der Renovierung hin zum Benners wurde alles Atmosphärisches abgehängt.
379430f7-d08c-4fe4-ba03-3655d0318f44,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,Besuch in der RESTAURANT_NAME und immer wieder eine Reise wert!
9ee0d540-25fa-4f84-94cd-970cb9585187,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Service')
('SERVICE', 'POSITIVE', 'Personal')
('SERVICE', 'POSITIVE', 'Alberto')
",,"Klasse Essen, Personal und Service war super, vor allem Alberto war unser Glücksbringer ."
e767dae2-9843-4048-bebc-52d99f7e023e,,,✅,"Die Bedienung behauptete, dass es ein Missverständnis gab, sodass die Küche das Frühstück an einen anderen Tisch gebracht hat."
f9b210c6-b08b-4919-8a86-699cfa32432e,,"('SERVICE', 'NEUTRAL', 'Kellnerin')
",,"Die Kellnerin, die uns das Mittagessen servierte, haben wir unterschiedlich wahrgenommen."
f22f81ec-534a-4706-b0ec-95c7dc444a11,,,,Wir waren mit unseren englischen Gästen im Brauhaus.
737166d0-5c5f-46a0-9323-679bbd5cdc2f,,"('FOOD', 'POSITIVE', 'NULL')
",,"Hier gab es bayrische Küche, sehr schön und wohl schmeckend auf dem Teller , z.Bs."
07b61bc3-9eb7-4744-92b4-adf82b34918b,,"('AMBIENCE', 'POSITIVE', 'Lage')
",,Auch die Lage ist wie in „ bella Italia“.
7e0a8870-56a9-4542-8d3c-eced96e96ead,,,✅,"Damit hatte sie recht, aber ihre Kollegin stand an der Tür und versuchte immer wieder, möglichst vielen Kunden einen Platz zu verschaffen."
32351127-da92-40ff-974a-a1332a965891,,"('FOOD', 'NEUTRAL', 'Rindertartar')
('PRICE', 'NEGATIVE', 'Majo')
",,"Das Rindertartar war ok , die dazu angepriesene spezial Majo 2 Cent groß.. schade !"
a6c7466b-3eb8-4ba5-ab31-f7ab13607b06,,,,"Was mich aber am meisten stört, ist, dass man nicht mit EC/Karte zahlen kann."
7a82b248-b382-44c1-9e70-8d2ff1e17f3e,,"('AMBIENCE', 'POSITIVE', 'innen')
",,Trotz des warmen Wetter war es innen angenehm.
a9a15629-dd4e-4e62-b93e-96b9e707a7da,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Vor allem Sophie ist fantastisch!Wenn Sie das Restaurant an einem Wochenende besuchen, empfehle ich Ihnen, im Voraus einen Tisch zu reservieren!"
47f5360f-8cad-4f72-b795-083dab3152f7,,,,Einheimische Küche soll das sein?
f2b651b3-844a-4707-acac-4ea86eb263c7,,,✅,Gleiche mit dem Espresso da haben wir einen anderen Kellner beten müssen diesen uns zu servieren.
21c3c3b7-8368-4cf0-8f2a-b7b590ac35d6,,"('FOOD', 'NEGATIVE', 'Salatdressing')
",,Salatdressing komisch gewürzt.
c2b3f39a-b17c-415c-b7c6-fff746bfaca7,,"('SERVICE', 'NEGATIVE', 'Warten')
",,An einem Samstagabend ist es unmöglich ohne langes Warten gemütlich zu essen.
71aff6a4-0feb-4bcd-923e-7678eb88e278,,"('FOOD', 'NEUTRAL', 'Rotwein')
",,Allein der Rotwein war nichts Besonderes.
f13cf58b-3196-4167-8d66-e6a23b575a0a,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Toller Abend!!
3c1bbdd4-8cdf-49c8-a605-7bffb1174eb4,,,,"Leider wurde unsere Gruppe an 5 verschiedene Tische aufgeteilt, aber da kann man wohl nicht immer etwas ändern."
f303bb89-230b-418a-8023-37caec4a0894,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Empfehlenswert.
0d4921b3-9829-444a-bdde-6338c6983818,,"('FOOD', 'POSITIVE', 'Torten')
('AMBIENCE', 'POSITIVE', 'Gebäude')
('AMBIENCE', 'POSITIVE', 'Einrichtung')
",,Das Gebäude und die Einrichtung sind wunderschön - und dann gibt es auch noch richtig gute Torten.
6bac143a-a98f-43f3-bdf2-9ad994b1b85f,,"('FOOD', 'POSITIVE', 'Auswahl')
('FOOD', 'POSITIVE', 'Karte')
",,Die Auswahl ist gut und die Karte abwechslungsreich.
51923a1b-7ade-43b3-afce-9c328539eab7,,"('FOOD', 'NEGATIVE', 'Steak Tartare')
",,Wer sich bestrafen möchten bestellt ein Steak Tartare.
b21d8bbd-2590-4b4e-abd6-7e6ef803412f,,"('FOOD', 'NEGATIVE', 'Rinderfilet')
",,"Als Hauptspeise hatten wir das Rinderfilet, welches Medium sein sollte und noch nicht mal Medium Rare war, der ganze Teller war nach dem Anschnitt blutig."
521056e9-ca4a-4ed5-83f2-7beed2dbb63c,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Wir waren an zwei Abenden gegen 18 Uhr im Alex.Aus vergangenen Reisen kennen wir das Alex in LOC und LOC.Die Warteschlange war innerhalb 5min überstanden.
516fae21-0040-48c1-b98c-b613dd1c5b69,,,,Nach einer langen Shopping Tour in LOC sind wir in den LOC.
46e6fa6c-8e0f-4b05-81df-58931221fabc,,"('SERVICE', 'POSITIVE', 'Sonderwünsche')
",,Auch Sonderwünsche wurden schnell versucht umzusetzen.
0fe01811-4999-4c28-9243-1662a8d16bed,,"('SERVICE', 'POSITIVE', 'NULL')
('SERVICE', 'POSITIVE', 'Bedienung')
",,"Das vorab..Wir wurden sehr freundlich empfangen, zum Platz geleitet und auch die Bedienung war sehr kompetent und zuvorkommend."
