id,second_annotator_comment,annotation,aspect_available_without_judgement,text
590bae4a-0ba1-45ea-bdd3-577ccf2d42a7,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Dass es am Verkaufstalent etwas mangelte, fand ich traurig; ein leeres Bierglas animierte niemanden nachzufragen, ob ich noch etwas trinken wollte."
b5c7ce31-6c54-4208-be70-1a2db0a65561,,,,"Trotz den Umständen, dass fast alle Corna-Maßnahmen in LOC (außer in medizinischen Einrichtungen) aufgehoben wurden, muss man hier immer noch vor der Tür anstehen und warten bis man einen Platz zugewiesen bekommt."
8cb5063d-f73a-4bb8-89f3-e859a7e1d747,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,Nicht mehr - aber auch nicht weniger.
4350a03d-3261-4c0a-8d51-450d12df9195,,"('AMBIENCE', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Essen')
",,"Man sitzt bequem, das Essen ist sehr gut, man muss allerdings Fleisch mögen."
9a85c828-1c85-40cb-9213-2a58b41de7f1,,"('SERVICE', 'POSITIVE', 'Sophie')
",,Wurde sehr freundlich von Sophie bedient!
0773efd4-390b-42d8-8f7e-200b20d32db4,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Sorry, aber wenn alle Tische auf sind, wie kann dann ein einziger Tisch nicht bedient werden?"
e7f57c97-f9eb-43df-ba68-90ee019a0d6b,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Eine Nachfrage zwischendurch, ob noch etwas gewünscht wird, blieb aus."
a67d193b-bb74-416c-89d1-85e758fbe4ce,,"('SERVICE', 'NEGATIVE', 'Kellner')
",,Zum Korrigieren war der Kellner nicht bereit!
0d57ff9d-73d8-43d7-a0d6-875593ecfe9b,,,✅,"Sollte man auch nicht erwarten, bedenkt man die Größe des Restaurants."
cd8638a1-c7da-4a10-875e-7164b9712c95,,,,Auch ihr werdet definitiv fündig!
55aa3b26-0c9c-4d43-9450-be3996bd5e92,,"('SERVICE', 'NEGATIVE', 'Geschäftsführerin')
",,hat uns die Geschäftsführerin ohne Begrüßung oder freundlicher Ansprache an einen freien Tisch geführt...
359f5b00-257a-44fd-9535-b43e29cc288e,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,So schade!
6fc52942-257a-4b83-86d5-ee9ae6e767ab,,"('AMBIENCE', 'POSITIVE', 'Lokal')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Ein sehr schönes Lokal mit ansprechendem Ambiente.
1f4c853e-bb99-4cef-aa41-264228d298a5,,"('FOOD', 'POSITIVE', 'NULL')
",,Es war sehr lecker.
2707d2a9-0bd1-4f88-a68e-dedeeb4af1e2,,"('FOOD', 'POSITIVE', 'Essen')
('FOOD', 'POSITIVE', 'chorizo')
",,"Das Essen war grandios, vor allem die gegrillte chorizo als Vorspeise, das war die beste die ich bisher in LOC gegessen habe."
8e7c7abd-5f33-4046-8ca0-73b660897150,,,✅,"Spezialität, die LOC Bratwürste, haben mit dem Original rein gar nichts zu tun."
177585a0-cac7-4cc3-8ab7-cecccf1170e3,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Schönes Ambiente.
d132fc9e-145a-4855-94ca-bc9bca5960bb,,,✅,"Das ist ein Filialbetrieb, alles daher typisch."
8e9d39d8-a86d-4d7c-bb5b-7ae001573c07,,"('FOOD', 'POSITIVE', 'Knödel')
",,Portion direkt bestellt) mit leckeren Knödel.
63123d3f-7367-4a61-99d1-a3b0e5119435,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,"Wenn wir wieder einmal in LOC sind, kommen wir gerne wieder."
c39b1c16-c941-4c9b-a7ac-92e2fe6961af,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Im Sommer ist der Kellner ohne Haare ein Garant für guten Service.Im Winter ist die Kellner Klientel leider mehr als unfreundlich.
37f91f39-3422-4119-bb2e-9143b42ea9f6,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Sehr enttäuschend!!!
6ba81de3-dda5-4e98-bf04-f9deae82bf43,,"('SERVICE', 'NEGATIVE', 'Servicekräfte')
",,"Das einzige mango ist die freundlichkeit der Servicekräfte, das könnte besser sein, ansonsten gab es nichts zu meckern."
873c0925-969c-4bc4-92b7-1e3214cea9d9,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('SERVICE', 'POSITIVE', 'Lena')
",,"Unsere Bedienung, Lena, war sehr höflich und es war im Allgemeinen ein gutes Erlebnis."
345b4c78-5120-4bc8-b83e-a71b812a27d9,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Gasthaus')
",,Gutes Essen in einem schönen und geräumigen Gasthaus.
bee56ffd-9cc1-4f52-af78-1bf314ff0501,,"('SERVICE', 'NEGATIVE', 'System der Annahme von Bestellungen')
",,"30% - ausreichend Personal, System der Annahme von Bestellungen nicht erkennbar."
a91dc248-6004-4f27-b248-73af9c140da6,,,✅,"Als wir einen Blick auf die Speisekarte warfen, war von portugiesischen Essen nicht viel zu sehen."
02a4efdc-8431-4592-baa1-c4a581288648,,"('FOOD', 'NEUTRAL', 'Essen')
",,Das Essen war ganz in Ordnung.
3c1003b3-8921-4c02-973c-9b12346396f2,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'POSITIVE', 'Service')
",,"Gutes Essen und toller, freundlicher Service."
929b3dd1-3e45-4fae-b4e2-376462905092,,,,"Gern wieder, da der tolle Blick über der LOC die Location nochmal besonders macht."
733debd6-1204-4212-9e38-0e535c2253c1,,,✅,"Nachdem direkt der Nachbar-Tisch neben mir noch zwei Getränke bestellt hat und sich wiederum andere Gäste an einen anderen freien Tisch gesetzt haben und sofort bedient wurden, habe ich freundlich gefragt, ob sie mich bedienen wolle."
2a91f99f-e534-46e8-86da-c6ba832012f3,,,✅,"Das Restaurant wurde uns auf Tripadvisor empfohlen, da es auf dem ersten Platz steht."
0093adb4-5e05-4256-9f27-4fdaffb14733,,,,"Da der LOC uns diese angepriesen hat, bestellten wir sie auch."
5230fdb3-d245-46bb-91e5-b8bd8544fe18,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Gern in Zukunft wieder !
bd4a86ec-1ea4-49e2-a0e4-0f6141866c3d,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Einfach Daumen hoch!!
7d69fd44-1886-4602-be19-7949715f279f,,"('AMBIENCE', 'NEGATIVE', 'NULL')
",,"Um uns zu unterhalten, mussten wir uns fast schon anschreien."
93024b57-852c-49f5-b6a8-29248d9de2e5,,"('FOOD', 'NEGATIVE', 'Leberknödel')
",,Zudem schmeckte der Leberknödel grauenhaft.
e4181183-5b5a-4b20-94f5-37ce6174c10b,,"('FOOD', 'NEGATIVE', 'Spätzle')
('FOOD', 'NEGATIVE', 'Ziegenkäse mit Salat')
",,Hätten wir mehr Zeit gehabt wären die Spätzle und der Ziegenkäse mit Salat sofort wieder in die Küche zurückgegangen.
cfc99b00-450d-4fc7-bd18-a9a6135ca8ee,,,,Punkt.
39f3b551-7465-4e17-ae31-6ddd1a6a2910,,"('FOOD', 'POSITIVE', 'Kalbsschnitzel mit warmen Kartoffel-Gurkensalat')
",,Auch das Kalbsschnitzel mit warmen Kartoffel-Gurkensalat sehr schön auf einem Holzbrett und einem Töpfchen serviert war sehr lecker.
47af3168-2371-4e37-a0e3-1966660a6b59,,,,"Dann meinte er, dass er später käme."
191f7706-7256-4c9e-b02c-3298d8cc9ad3,,"('FOOD', 'NEUTRAL', 'LOC')
('FOOD', 'NEGATIVE', 'Sauvignon im Glas')
('PRICE', 'NEGATIVE', 'Sauvignon im Glas')
",,"Der LOC (42,50€) aus der Flasche war ordentlich, nicht mehr, der offene Sauvignon im Glas dagegen sehr blass und mit 6,90€ entschieden zu teuer veranschlagt."
150d7987-4b1f-460f-b24c-c3c34dabcac1,,,,Daher 2 Punkte Abzug.
a993099d-533f-4366-85f6-73571ecead16,,"('FOOD', 'NEGATIVE', 'NULL')
('PRICE', 'NEGATIVE', 'NULL')
",,Es gab keine reine Rebe und zudem recht teuer.
daef1998-3ccc-42ed-a5ba-6ddb9d2203ba,,"('SERVICE', 'POSITIVE', 'Bedienung')
('PRICE', 'POSITIVE', 'Preise')
('FOOD', 'POSITIVE', 'Portionen')
",,"Portionen sind mehr als ausreichend, Preise sind human und Bedienung ist sehr freundlich."
4927ec28-c9e3-4890-9e61-380dc8065e56,,"('SERVICE', 'NEGATIVE', 'NULL')
",✅,"Meine Frau ist Veganerin, hat anstatt Käse extra Rucola bestellt, aber nicht bekommen."
619aa2ac-5448-42d5-86f2-6c70bffac4b0,,,✅,"Zur Hygiene und der Qualität der Lebensmittel kann ich nichts sagen, da ich keinen Einblick habe."
dabdd901-0348-4914-b969-97edfd7853be,,"('AMBIENCE', 'NEGATIVE', 'NULL')
('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,"Allerdings war es unglaublich laut, also nichts für einen gemütlichen Abend."
7d8dad99-2083-4b67-b519-e152614c6229,,"('FOOD', 'POSITIVE', 'Produkte')
",,Wir konnten uns von der vorzüglichen Qualität der regionalen und selbst gemachten Produkte überzeugen.
7712fec9-a677-4e6b-8ca9-47fb805f65b3,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Service überragend!Wir waren als große Gruppe da und alles kam zusammen und die Empfehlungen waren sehr gut
42fce213-31f1-4323-a43a-4be6c08da173,,"('FOOD', 'NEGATIVE', 'NULL')
",✅,"Dieser war dermaßen zäh und ungenießbar, dass unser Dessert ziemlich unangetastet wieder abgeräumt wurde."
dec5a42c-f02c-407a-96e2-3c7016615871,,"('FOOD', 'POSITIVE', 'Maß')
('FOOD', 'NEGATIVE', 'LOC')
",,Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessere…Einzig und alleine die Maß war lecker.
af72236c-4268-47a6-bc95-d06817ebd5fb,,"('FOOD', 'NEGATIVE', 'Knödel')
('FOOD', 'NEGATIVE', 'Haxe')
",,Die Haxe war extrem fett und der Knödel poppig und geschmacklos.
b4ad0f45-b7ed-4051-bb0e-e4df24417d9b,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Eine Mischung aus Takeaway und kleinem Restaurant mit wenigen Tischen.Im Angebot sind viele vegetarische Speisen, aber auch leckere Fleischgerichte.Die Qualität der Gerichte ist absolut ok."
284923e1-8a1e-4a34-82a7-4466105a60e1,,,,Grüße aus LOC
cbc1ab03-5d3b-45e6-ada4-c7b27310d8d3,,"('FOOD', 'NEGATIVE', 'Steaks')
",,"Die Steaks waren ausnahmslos zu schwach angebraten, so dass jedes eine breiten hellbraunen LOC, aber ohne die nötigen Röstaromen hatte."
f2dbfcc1-05c3-45e5-8441-1b5f9de8fe3a,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Wir konnten trotzdem unsere Bestellung aufgeben und wurden bedient.Die Speisen entsprachen jedoch nicht der Qualität, die wir für den Ruf und die Preise erwartet hatten."
3c770b78-fe33-4b48-90ae-ba92765a4f02,,,✅,"Wir haben uns für unseren Besuch in LOC das RESTAURANT_NAME ausgesucht, um einen entspannten Abend in schöner Atmosphäre genießen zu können."
08c156be-1efd-4146-823d-6689f7d65ba9,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Ebenso ist auch das Service-Team kunden-orientiert und nett.Preislich überhöht, man zahlt halt einen gewissen Prozentsatz ob der Lage!"
310efeac-874a-4ac1-9622-79eeaa8be697,,"('FOOD', 'NEGATIVE', 'Wein')
",,Der Wein eher gewöhnungsbedürftig!
0e0135db-4759-488f-b2ae-0f4c4b30ec7f,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Schade eigentlich.
9bda6382-a362-47bc-8733-3a59e4a50223,,"('FOOD', 'POSITIVE', 'Vorspeise')
('FOOD', 'POSITIVE', 'Hauptgang')
('FOOD', 'NEGATIVE', 'Nachspeise')
",,"Vorspeise und Hauptgang waren lecker, Nachspeise enttäuschend."
55f01e1a-7313-4427-a756-46d320485adc,,"('SERVICE', 'NEGATIVE', 'Service')
",,"Leider lässt der Service sehr zu wünschen übrig, man wartet ewig bis man bestellen kann wenn überhaupt einer kommt."
c3b46307-1fe0-49aa-9465-8221bc0a7e6d,,,✅,Für die kleinen Gäste gab es Malsets.
03768f8e-2b1b-4aa0-9bcb-27ac43f5eb76,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Bruno')
",,"Sehr gutes Essen, nettes Ambiente und besonders nett war der Kellner „Bruno“."
daf41546-45b6-45c4-a8c3-95c62771c879,,"('PRICE', 'NEGATIVE', 'Geld')
",,Es war das Geld nicht wert.
c9b81aab-251e-431e-b4fe-07a6992ef5fd,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Reservierung vor Ort, ging nicht.Online, aber kein Problem."
1929dbd6-5814-4c41-9e8e-9a012108a4a6,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Die Location...trotz Reservierung Wochen im Voraus wurden wir im ""Nebenzimmer"" mit null Ambiente plaziert."
ccdbf376-8177-4727-8af7-bb6e58220d9f,,,✅,Ziemlich zentral in der Nähe der LOC gelegen.
3d95b0eb-dbd9-42fc-b507-80b682a64a23,,"('FOOD', 'POSITIVE', 'NULL')
",,"Für jeden Geschmack, auch vegan 🌱, war etwas dabei."
d2689aef-7aaa-4e65-bdee-b253187038c5,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Meine Frau war so perplex und überrumpelt, dass sie der Bedienung ein Trinkgeld in die Hand gab, was nach dem Spruch nicht verdient war."
97a01af4-82b6-4bc6-bd50-342d876bd77e,,"('SERVICE', 'NEGATIVE', 'NULL')
",,LOC wurde teilweise falsch serviert.
3e0813e6-d36e-449d-b4a4-b80379b15223,,,,Auch gestern… mit einer Ausnahme.
7d09ce50-f1e2-40c4-a503-4a007ec14183,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,Ich kann das Restaurant weiter empfehlen!
a153e5f8-cc48-44ed-ba27-c3a89d81a1fa,,"('SERVICE', 'POSITIVE', 'Lena')
",,"Lena hat uns gut, freundlich und kompetent beraten."
dcdfba32-9306-4542-a14f-6038ecdca721,,,✅,"Was uns schon auffiel war, das von dem uns bekannten Personal niemand mehr da war."
f627a988-3eba-46fa-af2d-b15a6e82c588,,,,"Aber es kommen ja noch genug Touristen, so dass man auf Stammkunden nicht angewiesen zu sein scheint."
