id,text,model,split,few_shot_condtion
92466ace-2b26-4506-903c-ea30899a23ae,Das Restaurant ist nicht mehr wie früher.,Llama70B,0,random
141d508f-ffed-47b7-9db7-e410d5033a69,"Ambiente sehr schön, Rest nicht.",Llama70B,0,random
a94b668a-59f8-4b11-9e25-983c4eb6f8ab,Zum Preis war das alles in Ordnung.,Llama70B,0,random
fe1c8b3d-104a-412b-bcb0-6e1b22e3013c,Die Kaffeepreise sind echt absurd.,Llama70B,0,random
1495609d-1f82-40c7-84bf-47d4fdc69e45,"Nur das Preis-Leistungsverhältnis ist in Ordnung, aber die Pizza, das Ambiente und der Service ist nichts wert.",Llama70B,0,random
795889f5-8789-4bef-a5d2-205812774725,"Die Pizza war auch nicht besonders gut, dafür zu dünn und ohne Geschmack.",Llama70B,0,random
337b0ad0-fe4b-4d5a-96ce-a03fd1a68cfa,"Die Einrichtung ist sehr gemütlich, das Personal freundlich und aufmerksam.",Llama70B,0,random
a88b7210-e4b2-46d1-ab33-65966466c2c1,Die Atmosphäre ist nicht so angenehm.,Llama70B,0,random
71320131-0766-4049-ad80-96a136551e84,"Das Essen war gut, aber nichts Außergewöhnliches und auch zu teuer.",Llama70B,0,random
cacd0220-392c-4114-be6b-022288b700a4,"Das Essen ist zwar gut, aber leider zu teuer.",Llama70B,0,random
87951a52-edd1-4838-b796-f4406f9ecc2a,Top Service und tolles Essen.,Llama70B,0,random
332a6e62-e193-46f5-bb83-286f9eac0ec7,"Es ist schade, dass sich das Restaurant in den letzten Jahren so zu einem typischen Kettenrestaurant entwickelt hat.",Llama70B,0,random
089c12cf-5a77-4c2f-8a07-58f137944455,"Ruhe, Atmosphäre, gutes Essen und netter Service.",Llama70B,0,random
e103e8c5-51b7-4163-9b38-1a5b09adb236,Wir warten auf unsern Kellner und können uns nur anschauen wie die anderen Gäste bedient werden.,Llama70B,0,random
f607aa69-0847-4c10-8883-7e572584bb81,"Das Essen war für mich nur OK, aber nichts Besonderes.",Llama70B,0,random
fa12d4bc-383e-4f62-8c6e-9831c5704620,"Es gibt vieles zu entdecken und man kann sich auch für Gerichte anregen lassen, die man sonst nie bestellt hätte.",Llama70B,0,random
13e47d7b-ff08-48d4-aa59-1a0a8a666cd1,"Super Service, tolles Ambiente.",Llama70B,0,random
e5d91f68-21a1-4803-b935-8aabe17b7af6,Das Personal war freundlich aber nicht übermässig.,Llama70B,0,random
1a5fe933-9403-4447-b1a9-8673782887ab,"Wir können nichts über die Qualität des Essens sagen, da wir nur den Kaffee tranken.",Llama70B,0,random
e928c31e-002d-461d-9305-ddec52f2f4a0,Für den Preis bekommt man ein sehr gutes Essen.,Llama70B,0,random
d109f5ac-7d0e-4a7c-bef8-6e952ad5dea0,"Das Ambiente ist eher einfach, aber gemütlich.",Llama70B,0,random
c6803af3-b84e-4294-8e01-1a8e53d4ccb4,Das Restaurant ist nicht mehr so gut wie früher.,Llama70B,0,random
88a8e368-2335-463a-ae28-9d6f58af790b,"Nicht schlecht, aber auch nicht so toll.",Llama70B,0,random
a5d28a2f-403a-4c97-9483-b26b12b7e4a4,"Wir hatten die Pizza mit Ziegenkäse, die war sehr schön.",Llama70B,0,random
37b01e67-a58c-493f-90f7-658e2fa5a461,Ein Service wie aus einem anderen Zeitalter.,Llama70B,0,random
d185a681-dddf-48f8-8e07-6a36109b1f09,"Kommt man vorbei und sieht das Personal in der Küche herumstehen, kommt man lieber nicht rein.",Llama70B,0,random
7df22407-1402-4de7-ae4d-f1ac538fccd1,"Wir hatten die Pizza mit der Preis, die war sehr klein und das Brot war so hart, dass man es kaum essen konnte.",Llama70B,0,random
cd52f76e-47c4-4d5a-8e58-0a2445f314b2,Das Personal war nicht freundlich.,Llama70B,0,random
c2793b86-5480-4a47-935f-8a3fd32732e0,Die Bedienung war freundlich und die Wartezeit nicht zu lang.,Llama70B,0,random
1c19f920-e8ad-4ca5-a087-05610ed7cb54,Aber der Service ist wirklich erbärmlich.,Llama70B,0,random
77ccc9a1-cfbf-40e1-960c-863687fbbc88,Ein Essen für den guten Geschmack.,Llama70B,0,random
e0d6dcb0-0d8c-4530-b99b-c142e39d1511,Das Personal ist sehr unfreundlich und hat keine Ahnung von Kaffee.,Llama70B,0,random
2f72427a-24ce-41f5-8d6d-590002ab1265,Das Essen war lecker und der Kaffee auch.,Llama70B,0,random
7faa4433-2df6-49cc-8a26-0a8017f0b4c2,"Ein Ambiente, das ich persönlich nicht mag.",Llama70B,0,random
812dd9fe-9977-4102-abfd-665c55b73ba0,Leider zu teuer für das was man bekommt.,Llama70B,0,random
a092022f-bb23-4e8e-ae2b-54f7a47efcef,"Das Essen war sehr gut, der Service schnell und freundlich.",Llama70B,0,random
01e3462f-5fb9-47e3-99bb-870cba59052d,Der Lärm war ziemlich schlimm.,Llama70B,0,random
a22e4161-c0c0-488a-8d39-b0db30549d0b,Kellner war nicht freundlich und hat sich wenig um uns gekümmert.,Llama70B,0,random
64f9f69a-278c-4591-aef4-c15d7ffa2c75,Und das Essen war auch noch gut.,Llama70B,0,random
799bd697-ba96-41b8-ace9-e9063cfcfbd1,"Super Service, kein besonderes Ambiente und gutes Essen.",Llama70B,0,random
de30e0c8-ced7-4a78-bc3c-633d5b4dc753,"Das Essen war sehr schlecht, das Fleisch roh.",Llama70B,0,random
38c21dba-a2f7-4132-872d-0411ed6c04d1,"Wir hatten aber nur eine halbe Stunde Zeit und wären dann auch mit einem Service zufrieden gewesen, der uns nicht zum Abhauen zwingt.",Llama70B,0,random
7447d7dd-e0e3-41bb-b778-03dbe602076d,Und der Preis/Leistungsverhältnis ist auch noch in Ordnung.,Llama70B,0,random
ddc33217-fdd5-48ed-8852-7aaf7ea6b28e,Das Preisniveau ist angemessen.,Llama70B,0,random
6a9533e9-2ffa-4c4f-80ab-42c81f39ce6a,Das Essen war sehr schnell fertig.,Llama70B,0,random
47d23dbd-dfe6-407e-a432-a4482cb50ad6,Wir waren mit dem Preis und der Qualität sehr zufrieden.,Llama70B,0,random
e3d486c0-a63e-4ec6-a742-899e1af51e66,"Das Essen war okay, aber nichts Besonderes.",Llama70B,0,random
a7e7b69e-4af3-47c1-8f47-180fc2a18138,Das Essen war sehr lecker.,Llama70B,0,random
eae318a0-b723-414e-8f47-e25341f1b0bf,"Wir waren um 16 Uhr da, Preise sind ok.",Llama70B,0,random
3fa4c255-6223-4bef-89e6-341206e331dc,Wir waren mit der Qualität des Essens nicht zufrieden.,Llama70B,0,random
adc9947f-cbd5-4dd9-b564-90dc5fa1c8be,"Gute Qualität, aber nichts Besonderes.",Llama70B,0,random
5e5232cf-2a65-492b-864e-3f4e47e682ef,Ganz angenehme Preise.,Llama70B,0,random
ffdc85ae-58a0-4d21-af7e-301b232c9458,"Bier war gut, Fleisch nicht.",Llama70B,0,random
497070e0-50bb-4a17-a877-8b9daf929513,Die Speisen sind sehr einfach und uninspiriert.,Llama70B,0,random
b8cb5ac7-6661-4aeb-9426-d45dbf1efba8,Der Service war in Ordnung.,Llama70B,0,random
8fd8d046-23e8-440f-b9a6-465a0acbb176,Das Preis/Leistungsverhältnis ist gut.,Llama70B,0,random
f8fc47ca-ef10-47c1-b40f-41516d0aabfa,"Wir waren im LOC am LOC, wo wir auch schon öfters gewesen sind.",Llama70B,0,random
2086eded-1292-4ff3-86b5-d03f6b56b7ed,Alles in allem ein schlechter Abend.,Llama70B,0,random
74b6ceff-72fb-48b3-b0a3-37de8208e9b0,Wir waren mit unserer Familie (Kinder 10 und 7 Jahre) im LOC in der Atmosphäre des alten Münchner Wirtshauses.,Llama70B,0,random
f814cd35-a7ac-4b01-8472-cae2dacc02d6,Das Ambiente ist sehr schön.,Llama70B,0,random
3139bb10-6300-42eb-953e-95a078a998fb,Habe den Tiramisu genossen.,Llama70B,0,random
24142bec-ba6e-4085-a41f-1adef9499c4c,Der Essen war schlecht und die Atmosphäre eher laut.,Llama70B,0,random
d6840c9e-6bf2-481b-8b1e-d90a19dbe65c,Essen war gut und frisch.,Llama70B,0,random
4f52dac7-d062-46ab-b153-7f7c0dfebdff,Die Atmosphäre ist gemütlich.,Llama70B,0,random
f5c3d208-b246-4215-bf1d-1b5aebbea357,Das Essen war sehr schlecht.,Llama70B,0,random
fb28b5af-e952-4f38-8a68-4ed4670d3374,Aber der Preis für die Portion war zu hoch.,Llama70B,0,random
609bc78d-791c-4fb7-a774-7024b538f80e,Die Bedienung war sehr langsam.,Llama70B,0,random
7e6034e4-2361-4ff0-8f52-3734c6467fa8,Die Preise sind auch gut.,Llama70B,0,random
0978062f-7aba-410d-9fe5-72d4df20b785,Insgesamt ist der Schmuck des Restaurants sehr düster.,Llama70B,0,random
61e09bba-77fe-4d8d-804f-82adad26602e,"Unser Abend war sehr schön, auch wenn die Atmosphäre etwas abgeblasst und der Kuchen nicht so wie erwartet war.",Llama70B,0,random
f4203c98-4f7d-427e-9785-5608da6190fc,"Nicht zu teuer, aber auch kein Schnäppchen.",Llama70B,0,random
fa1871b3-2cff-4742-b0a4-25301e3907af,Das Preis-Leistungsverhältnis ist sehr schlecht.,Llama70B,0,random
5401a888-0c8f-473d-b1db-e4f4e815ca52,"Toll, alles frisch zubereitet und auch bei der Preis-Leistungsbeziehung ist alles in Ordnung.",Llama70B,0,random
ac2bc910-ed89-4bb6-8d53-1b760bf582b3,"Schade, dass es so gelaufen ist.",Llama70B,0,random
a5216492-ed45-4835-bf3d-3d16771b3ce7,Ein gutes Preis-Leistungsverhältnis für ein gutes Preis-Leistungsverhältnis.,Llama70B,0,random
328bf067-5ee9-4a65-8a2d-16124ad93339,Das Personal war unfreundlich und die Bedienung sehr langsam.,Llama70B,0,random
87e622e6-496d-4c93-ac2b-d87cc2fe5270,"Das Essen war nicht schlecht, aber auch nicht so gut wie ich es erwartet hatte.",Llama70B,0,random
37af44e5-9ebe-49e0-9e02-a4d191c8a4bb,Nicht so schlimm aber auch nicht wirklich gut.,Llama70B,0,random
2e14fe6f-f529-4950-912e-41cbca58003c,"Das Ambiente ist sehr angenehm, die Bedienung sehr freundlich und das Essen war ok.",Llama70B,0,random
f120679b-549b-4fd9-9bf0-c922ce09ff76,Ein Service wie aus einem anderen Universum.,Llama70B,0,random
e0732641-d659-4d50-9a91-cc1923cbc198,"Die Pizza war ganz schön dünn, aber dafür gut.",Llama70B,0,random
9ee4ccdf-aee9-4a87-a64a-8736f070ddeb,"Wir wurden sehr freundlich empfangen, der Service war perfekt.",Llama70B,0,random
7fe601ab-c91b-4568-9640-33fa2c775aa7,Die Küche ist nicht mehr das was sie mal war.,Llama70B,0,random
a695d6e6-dc83-4b38-9e57-f06faf9b1367,Das Essen war gut aber nichts besonderes.,Llama70B,0,random
551c392d-1472-45c3-a472-0d7aa6cb2078,"Der Service war gut, aber nichts Besonderes.",Llama70B,0,random
db42eae2-85a3-4226-9fe1-ac4d316a4497,Das Essen war gut und schnell serviert.,Llama70B,1,random
a7f6f49c-ab48-4b0f-9506-6fcb0f427ebb,Ein schöner Abend in einer ansonsten eher unattraktiven Umgebung.,Llama70B,1,random
a244fca7-b6a2-424d-85f2-37451c3acc80,"Nur so so, Ambiente und Essen gut.",Llama70B,1,random
58dc3ad7-11cc-4dea-a169-0ab5922fc8dd,Die Preise sind sehr angemessen.,Llama70B,1,random
551a53db-b83c-489f-b4b8-e9790a5a8571,Die Preise sind in keinster Weise gerechtfertigt.,Llama70B,1,random
c348477e-824c-4eb8-810b-81d538c7d753,Die Pizza war einfach nicht essbar.,Llama70B,1,random
e10dd190-9fce-42c1-9e53-3948daf399cd,Das Ambiente ist gemütlich und die Mitarbeiter freundlich.,Llama70B,1,random
f8339f28-e446-40d8-bd94-c46b7a50c6a0,Das Personal war freundlich und zuvorkommend.,Llama70B,1,random
d5f7eed9-c2bb-46ae-95de-e4094f6c120e,Ein Preis für die Qualität und Quantität ist mir aber zu hoch.,Llama70B,1,random
4e2067ab-fa82-4350-9a7c-39aeaa80e65b,"Eine schöne Karte, mit leckerem Essen.",Llama70B,1,random
58f46167-ba4a-43e5-86de-7c3845e1157f,Das LOC war schon besser als heute.,Llama70B,1,random
d073fa76-e83b-4230-9c96-2f2678848ace,"Das Bier war zwar auch von guter Qualität, aber für den Preis konnte man es schon etwas kühler servieren.",Llama70B,1,random
89d4a78e-ec33-4f38-a03e-a31241697d01,"Wir wollten uns nur ein Bier gönnen, aber der Service war so schlecht, dass wir lieber gegangen sind.",Llama70B,1,random
e1bdff6a-1df2-4393-ad3b-2380f2f4edff,"Ein Ambiente, das man sich gerne mal vorstellt, wenn es draußen kalt ist.",Llama70B,1,random
c757a02b-9a07-460a-b4e4-42ac309851f7,"Bei der Aufnahme der Bestellung hätte er sich schon etwas mehr Zeit nehmen können, denn die Kellnerin war schnell überfordert.",Llama70B,1,random
f6e88cf2-83d0-4cf4-ad67-309e0fa80751,Preis-Leistungsverhältnis ist einfach unzumutbar.,Llama70B,1,random
a2aa0275-b8ef-4e4a-bce5-f31fc8f7a80e,Die Kalbshaxen sind wirklich gut.,Llama70B,1,random
b32bcacf-df57-45b7-bf85-8e167b25aaf7,"Für 5,50 Euro bekommt man eine große Portion Pommes mit vielen Extras.",Llama70B,1,random
fe1e6dee-74f7-403c-98ed-515a366d72ea,"Das Personal war freundlich, das Lokal hingegen ziemlich schäbig.",Llama70B,1,random
bd75258c-bfbc-425c-b143-27a76da6806f,Super Ambiente.,Llama70B,1,random
eb0abaf7-0511-435d-b9b0-0fd8339594f8,Die Bedienung war sehr langsam und unfreundlich.,Llama70B,1,random
1213306d-6f30-4058-945e-eacaf37cffba,Wir waren sehr enttäuscht.,Llama70B,1,random
7d4aff18-b8bd-4a9f-bf05-ad5c8171024d,Wir waren mit 6 Personen und hatten unsere Tische im Garten reserviert.,Llama70B,1,random
9eb2e8c5-dcb5-4747-b197-305934e9dbfa,Wir werden auf jeden Fall wieder kommen.,Llama70B,1,random
205d1e2f-dec2-4eda-9b50-d649ded21649,Die Atmosphäre war auch sehr angenehm.,Llama70B,1,random
d84aaaa3-291a-440f-93ab-6b34f5a4b381,Die Atmosphäre und das Essen war sehr gut.,Llama70B,1,random
2fe8f0d2-6d98-42ef-aae7-a083ca1f55ae,Das Ambiente ist für mich nicht geeignet.,Llama70B,1,random
07823df9-b099-4533-a4be-367651ad86fd,Preis Leistung top.,Llama70B,1,random
541f44ae-4018-4160-8cc6-e9f9be89e728,"Nur die Pizza, welche wir probiert haben, war echt lecker.",Llama70B,1,random
97975485-a561-463c-9da9-b6f50f115879,Wir hatten ein gutes Essen in einer angenehmen Atmosphäre.,Llama70B,1,random
28c19af3-7061-41a3-9edc-e17ea2e78c7d,Die Food war lecker.,Llama70B,1,random
d6df0d06-7f57-43b0-928c-8ea40fb89af6,Das Essen war echt gut.,Llama70B,1,random
47f1d754-9d28-4f11-a75b-d3e27dcc27a0,Ein sehr gemütlicher und schöner Platz um die Zeit zu verbringen.,Llama70B,1,random
f8e51cfe-a145-4e6b-aeae-fd04ccb308bd,"Leider war das Essen nicht so gut wie erwartet, dafür aber der Service.",Llama70B,1,random
fa4136dd-2390-4782-9f73-3e10f72dd72e,"Das Ambiente ist schön, die Gerichte sind gut.",Llama70B,1,random
b57102de-5e7d-4b1d-b3ea-fe625287b984,Der Preis ist für die Größe der Portionen allerdings sehr hoch.Dazu war das Essen sehr gut und auch die Getränke waren sehr lecker.,Llama70B,1,random
06940d1b-7f85-478a-9b4a-7828a53da613,"Schöne Atmosphäre, sehr freundliches und zuvorkommendes Personal.",Llama70B,1,random
132fbe29-3035-45b1-bfa0-052920da8357,Die Speisen sind einfach nur lecker.,Llama70B,1,random
ae830f7f-ef5a-4cda-bcfa-7a66429ace24,Die Atmosphäre ist sehr schön.,Llama70B,1,random
4c36b83a-01de-485e-8251-d608e182a8bb,Nur die Speisen waren nicht sehr schmackhaft.,Llama70B,1,random
300b0dd1-452f-4b3a-ae0a-694e25d24f8e,Für das Preis/Leistungsverhältnis 4 von 5 Sternen.,Llama70B,1,random
23d4803b-f686-4737-aa52-98f9075cb94b,Alles in allem ein netter Abend.,Llama70B,1,random
65aecb93-354b-45fd-afb9-04ff3596a31a,"Das Ambiente ist sehr gemütlich und die Speisen, insbesondere der Fisch, sind wirklich gut.",Llama70B,1,random
5de33dea-efde-4b8d-a93b-66720f0ca0bc,Wir waren überrascht von der Preisgestaltung.,Llama70B,1,random
f7c3d068-270c-46e0-a4ff-457c6d65a844,Service war gut und schnell.,Llama70B,1,random
c1ccdafb-9dad-4507-952f-e842e19b8180,"Ein Restaurant mit einer schönen Location, das uns aber nicht überzeugen konnte.",Llama70B,1,random
1343f94a-b154-49c8-b4ea-44c479d03fbb,Aber wir hatten auch schon besseres Essen.,Llama70B,1,random
e15dad71-6827-4553-a616-eb67ae268379,Das Essen war nicht gut.,Llama70B,1,random
b8bbd908-c596-4220-9066-67034a86ae03,Der Preis für eine Tasse Kaffee ist unverschämt.,Llama70B,1,random
def11456-20ac-4858-8dee-10fd9aa9ea93,Das Ambiente ist nicht besonders ausgefallen.,Llama70B,1,random
5703fc4a-22ca-4f83-aac7-6e690950f844,Die Portionen sind klein.,Llama70B,1,random
6a8e8476-0d0c-4308-8874-6455b5166a82,Wir waren gestern Abend dort und hatten einen tollen Abend.,Llama70B,1,random
076b8b9a-aeff-48e8-bd98-f2e576cab2e7,Leider war der Raum ziemlich leer.,Llama70B,1,random
7d9c02e8-8291-435b-ae1b-91a2e8d3b122,Eine sehr angenehme Bedienung und eine gute Auswahl an Weinen.,Llama70B,1,random
3835d1ac-0dc1-4458-b4d7-978caf7f01ef,Sehr leckeres Essen.,Llama70B,1,random
64ec891e-af85-4544-b041-d7ac63f665fc,Für die Preisleistung aber eher zufrieden.,Llama70B,1,random
1e9cd734-54aa-49cb-bf28-a3acd50e7d71,"Für ein Essen, das sich auf der Speisekarte gar nicht so toll ankündigt, ist es aber sehr teuer.",Llama70B,1,random
b372841d-c442-423a-a4c2-da3d57308b96,Etwas zu teuer und das Service war nicht so gut.,Llama70B,1,random
dce713ec-5ab4-408a-bf6f-cf41050ad7e9,"Wir hatten uns ein Bier bestellt und waren dann schockiert, als der Preis mitgeteilt wurde.",Llama70B,1,random
0c6bfe49-22ba-4fd2-84eb-88dcf9ea9ad6,Der Käsekuchen war einfach nur schlecht.,Llama70B,1,random
9947724b-ff72-4726-b19e-15c7b407b678,"Wir waren in der Küche und hatten den Eindruck, dass die Ware nicht mehr ganz frisch war.",Llama70B,1,random
d0aecb80-b5e6-4895-bf98-226e9de56fee,Einzig der Service ist nicht so gut wie erhofft.,Llama70B,1,random
7145d13b-3fad-4fef-a006-c6149a93842b,Wir bestellten ein Tapas-Menü für 2 Personen.,Llama70B,1,random
3c7f842a-13c6-4e59-a711-193b10e07d8d,Die Bedienung war sehr freundlich und hilfsbereit.,Llama70B,1,random
688b0811-d415-4167-9e05-cba23e381231,Das Ambiente ist nicht so schön.,Llama70B,1,random
8d04fb46-ebb4-480c-a4e6-27528c644205,Das Personal war nett und zuvorkommend.,Llama70B,1,random
7ab1874d-6b0b-4760-bde5-4c4e9807f57c,"Service war gut , aber nicht so besonderes.",Llama70B,1,random
a183b1bd-d1ea-4d9f-bc9c-7556943b55f1,"Für die Preise, die man hier zahlt, sollte der Service auch passen.",Llama70B,1,random
ea805440-a058-409d-933e-0745d3df34d7,Das Essen war eher schlecht und das Brot zu hart.,Llama70B,1,random
85371874-45a1-430c-9f3c-ac62683f359f,Das Personal war sehr freundlich und hat uns bei der Auswahl geholfen.,Llama70B,1,random
877a1e0d-2e79-4a0b-a94f-d45ae618a153,"Das Essen war gut, das Personal ist freundlich und zuvorkommend.",Llama70B,1,random
afa2d1c1-d713-49ee-ba4d-3c497e93aada,"Die Bedienung war sehr langsam, aber die Preise sind in Ordnung.",Llama70B,1,random
ea4a8ef3-8e76-40e8-95f7-1a5b885bbc62,Wir kommen gerne wieder.,Llama70B,1,random
e4b1204d-60c8-437c-b9fe-b45f06f10ff1,"Das Restaurant ist zwar sehr schön, aber auch sehr laut.",Llama70B,1,random
84e6f8fc-2d79-4c09-b49c-f3484ac9545f,"Die Bedienung war einwandfrei, aber unpersönlich.",Llama70B,1,random
e11ba8b3-73e5-4133-9295-b0be8d3946c4,Das Personal war nett und zuvorkommend.,Llama70B,1,random
db5319ae-8865-4d81-9289-6627d8ce6066,Die Atmosphäre ist nicht so wie auf der Website.,Llama70B,1,random
bf661cac-e02a-4483-877a-64450d376f6c,Das Essen war wirklich gut.,Llama70B,1,random
ccdedc08-15e7-4a85-9880-0a0d5c49e49d,"Ein Service, der sicherlich nicht den üblichen Ansprüchen entspricht.",Llama70B,1,random
9f395160-5f77-49fc-9072-74193c06ffea,Die Musik war viel zu laut.,Llama70B,1,random
90e90dfa-3df7-46cb-9cd9-964f4c59f4f4,Die Toiletten sind unsauber und die Böden sind schmutzig.,Llama70B,1,random
5abce939-95d6-4c7a-9385-f1109d2f2b12,Viel zu wenig Personal und das Essen war einfach nur mittelmäßig.,Llama70B,1,random
ef1934bd-e663-41f5-ad73-a455af27ae26,Das Ambiente ist schön und das Essen auch gut.,Llama70B,1,random
ad8df18c-e7b4-4aa3-9323-5dfde2d6966a,Mitbringsel inkl.,Llama70B,1,random
534d9d2d-c95d-4005-9150-e9cef49c4223,Das Essen war auch nicht gut.,Llama70B,1,random
f11e8208-b825-4cf1-a630-0199dcad513f,Wir hatten uns an einem sehr heißen Tag in das Café zurückgezogen.,Llama70B,1,random
651eb06d-0e7d-4279-8bf1-f9facf72a799,Zumindest für die Preisleistung.,Llama70B,1,random
f5e2b810-7617-4ee2-a7f9-a12443f6b830,Wir waren in der Küche zufrieden.,Llama70B,1,random
093dd162-056e-42e1-8c6d-a96bad7bd5d4,"Wir waren hier, weil es im Service sehr gut lief und auch das Ambiente ist schön.",Llama70B,1,random
282c3844-0b24-4774-be43-7a76087d1028,"Die Bedienung war sehr langsam, weshalb wir uns auch erst nach 1 Stunde an den Tisch setzen konnten.",Llama70B,1,random
146bab58-9839-4df0-9838-88b23efb24ba,"Die Bedienung war freundlich und korrekt, aber auch nicht mehr.",Llama70B,1,random
eb666ffb-329e-402a-907d-07e1abb44dbf,Die Atmosphäre war nicht so angenehm wie im Winter.,Llama70B,1,random
cacb0513-bc27-4d7d-9ef5-e1e1cb7c94e4,Das Ambiente ist sehr schön.,Llama70B,1,random
a2517523-28e9-4af2-a324-e9f86c5181de,"Der Service war in Ordnung, aber nicht überragend.",Llama70B,1,random
7cde1369-e130-4eaf-a932-deab8ab8d2f1,Ambiente sehr schön.,Llama70B,1,random
98a23794-3bfa-41c8-8dbf-90501621d293,Das Ambiente ist sehr gemütlich und entspannt.,Llama70B,1,random
1cfa6c36-0e73-4d13-8147-033cfc51bea5,Das Ambiente ist sehr schön und ruhig.,Llama70B,1,random
f5ef3388-9aa4-49d9-a6e3-f85693adb604,"Die Sitzplatzwahl war leider sehr begrenzt, da die Tische sehr eng aneinander standen.",Llama70B,1,random
34e5f294-c68f-4573-9d11-6a6fadf17bfa,Einfach Gemütlichkeit.,Llama70B,1,random
ff4e8061-2e62-4ed4-8678-8b25d962b0eb,"Das Ambiente ist schön, die Bedienung freundlich und das Essen lecker.",Llama70B,1,random
